tissue	gene_id	SYMBOL	DEG_group	WGC_group
zigong	ENSGALG00010024333	ETV4	Up	
zigong	ENSGALG00010016805	FOXI3	Down	
zigong	ENSGALG00010005094	AFP	Down	
zigong	ENSGALG00010022633		Up	
zigong	ENSGALG00010024875	GAL3ST2	Up	
zigong	ENSGALG00010014515	ETNK1	Up	
zigong	ENSGALG00010024443	LOC107053990	Up	
zigong	ENSGALG00010021172	SLC29A4	Up	
zigong	ENSGALG00010025000		Up	
zigong	ENSGALG00010007947	LYPD2	Up	
zigong	ENSGALG00010017399	CPXM1	Down	
zigong	ENSGALG00010029680	OTOP3	Up	
zigong	ENSGALG00010005127	GATA6	Up	
zigong	ENSGALG00010018617		Down	
zigong	ENSGALG00010021559	MYO1H	Up	
zigong	ENSGALG00010018805		Down	
zigong	ENSGALG00010006230	LOC101748187	Up	
zigong	ENSGALG00010019781		Up	
zigong	ENSGALG00010016059	EPDR1	Down	
zigong	ENSGALG00010014081		Up	
zigong	ENSGALG00010023206	HSPB9	Down	
zigong	ENSGALG00010018361	ASIC4	Up	
zigong	ENSGALG00010016853	LOC100859173	Up	
zigong	ENSGALG00010014989		Up	
zigong	ENSGALG00010022678		Down	
zigong	ENSGALG00010025421	NR4A1	Up	
zigong	ENSGALG00010018690	C16orf89	Up	
zigong	ENSGALG00010017515	SPIA3	Down	
zigong	ENSGALG00010024983	APOF	Down	
zigong	ENSGALG00010023003	A2ML3	Up	
zigong	ENSGALG00010014864		Up	
zigong	ENSGALG00010022972	A2M	Up	
zigong	ENSGALG00010003186	CYP21A1	Down	
zigong	ENSGALG00010015106		Up	
zigong	ENSGALG00010015730		Up	
zigong	ENSGALG00010005825		Up	
zigong	ENSGALG00010015262		Up	
zigong	ENSGALG00010022626		Up	
zigong	ENSGALG00010010245	GALR3	Up	
zigong	ENSGALG00010017698	ADAM32	Down	
zigong	ENSGALG00010024706		Down	
zigong	ENSGALG00010003269	LOC428119	Down	
zigong	ENSGALG00010019092		Up	
zigong	ENSGALG00010013677	GABRG1	Down	
zigong	ENSGALG00010021384	ARTN	Up	
zigong	ENSGALG00010003322	EREG	Up	
zigong	ENSGALG00010001818	ADGRB3	Down	
zigong	ENSGALG00010001537		Down	
zigong	ENSGALG00010015020	NIPAL4	Up	
zigong	ENSGALG00010016747		Down	
zigong	ENSGALG00010004634		Up	
zigong	ENSGALG00010011475	NDP	Down	
zigong	ENSGALG00010010907		Down	
zigong	ENSGALG00010023609		Down	
zigong	ENSGALG00010010259	IGF1	Down	
zigong	ENSGALG00010010295		Down	
zigong	ENSGALG00010023240	PIWIL1	Down	
zigong	ENSGALG00010004534	CUBN	Down	
zigong	ENSGALG00010001130		Up	
zigong	ENSGALG00010015502	LOC107049084	Up	
zigong	ENSGALG00010017457	ZMAT4	Up	
zigong	ENSGALG00010028041	RORC	Down	
zigong	ENSGALG00010003237	LOC100859837	Down	
zigong	ENSGALG00010002261	NR0B1	Down	
zigong	ENSGALG00010004958	TPD52L1	Up	
zigong	ENSGALG00010018284	SPEG	Up	
zigong	ENSGALG00010010854	LRIT1	Up	
zigong	ENSGALG00010029778	DOC2B	Up	
zigong	ENSGALG00010024123	PLPPR4	Up	
zigong	ENSGALG00010022458	LOC107054434	Down	
zigong	ENSGALG00010019759	LOC121113253	Up	
zigong	ENSGALG00010027172	GDF15	Up	
zigong	ENSGALG00010009284	CCN3	Up	
zigong	ENSGALG00010015940		Down	
zigong	ENSGALG00010017434	FGF13	Up	
zigong	ENSGALG00010026755	KRT10	Up	
zigong	ENSGALG00010024675	NR1D1	Up	
zigong	ENSGALG00010001587		Up	
zigong	ENSGALG00010024157	CHRNB4	Up	
zigong	ENSGALG00010001417		Up	
zigong	ENSGALG00010007654	HTR1F	Down	
zigong	ENSGALG00010023736	LOC107050879	Down	
zigong	ENSGALG00010002356	WNT11	Up	
zigong	ENSGALG00010020046	BDNF	Up	
zigong	ENSGALG00010023605	INSYN1	Up	
zigong	ENSGALG00010021356		Up	
zigong	ENSGALG00010020214		Up	
zigong	ENSGALG00010012850	CALB1	Up	
zigong	ENSGALG00010017150		Up	
zigong	ENSGALG00010028508	LOC769486	Down	
zigong	ENSGALG00010008747	LOC112530507	Down	
zigong	ENSGALG00010023162	CHR4	Up	
zigong	ENSGALG00010029035		Down	
zigong	ENSGALG00010022821	A2ML2	Down	
zigong	ENSGALG00010029565	LPO	Down	
zigong	ENSGALG00010015784		Down	
zigong	ENSGALG00010018937	INHBB	Up	
zigong	ENSGALG00010020213		Up	
chuiti	ENSGALG00010009557	CIDEC		up
chuiti	ENSGALG00010022690	AICDA		down
chuiti	ENSGALG00010005405	CEBPD		down
chuiti	ENSGALG00010021509	DDIT4		down
chuiti	ENSGALG00010008392	CD36		down
chuiti	ENSGALG00010009444	NFIL3		down
chuiti	ENSGALG00010001149	CIDEA		up
chuiti	ENSGALG00010011283	LONRF3		down
chuiti	ENSGALG00010002285	CAV1		down
chuiti	ENSGALG00010025047	PER2		down
chuiti	ENSGALG00010012725	PASD1		down
chuiti	ENSGALG00010024602	PROCR		up
ganzang	ENSGALG00010025480	FGF19		up
ganzang	ENSGALG00010014946	PCK1		up
ganzang	ENSGALG00010012956	FABP3		up
ganzang	ENSGALG00010015585	BDKRB1		up
ganzang	ENSGALG00010006212	FOS		up
ganzang	ENSGALG00010023163	CRTAC1		up
ganzang	ENSGALG00010003518	CYP7A1		up
ganzang	ENSGALG00010023920	PDE11A		up
ganzang	ENSGALG00010019282	IGFBP2		up
ganzang	ENSGALG00010016647	EGR1		up
ganzang	ENSGALG00010011363	FDFT1		up
ganzang	ENSGALG00010016914	PDIA2		up
ganzang	ENSGALG00010017104	FANCL		up
ganzang	ENSGALG00010009530	KIF3C		up
ganzang	ENSGALG00010008860	SQLE		up
ganzang	ENSGALG00010005534	IDI2		up
ganzang	ENSGALG00010001976	THRSP		up
ganzang	ENSGALG00010002356	WNT11		up
ganzang	ENSGALG00010013339	ATP6V0D2		up
ganzang	ENSGALG00010021490	ACACB		up
ganzang	ENSGALG00010018902	NOXO1		up
ganzang	ENSGALG00010028918	AGPAT2		up
ganzang	ENSGALG00010029895	FASN		up
ganzang	ENSGALG00010002832	LPIN1		up
ganzang	ENSGALG00010019253	HBAD		up
ganzang	ENSGALG00010006201	SSTR1		up
ganzang	ENSGALG00010007877	MSMO1		up
ganzang	ENSGALG00010013452	LSS		up
ganzang	ENSGALG00010025549	DHCR24		up
ganzang	ENSGALG00010013184	LDHB		up
ganzang	ENSGALG00010012978	HSD17B7		up
ganzang	ENSGALG00010020994	DHCR7		up
ganzang	ENSGALG00010026886	JUN		up
ganzang	ENSGALG00010025905	CPT1A		up
ganzang	ENSGALG00010025351	CREB1		up
ganzang	ENSGALG00010005267	CYP51A1		up
ganzang	ENSGALG00010002600	TRPA1		up
ganzang	ENSGALG00010017490	SCNN1B		up
ganzang	ENSGALG00010019732	HBA1		up
ganzang	ENSGALG00010007181	GJB2		up
ganzang	ENSGALG00010024834	INSIG1		up
ganzang	ENSGALG00010020928	AACS		up
ganzang	ENSGALG00010012857	NSDHL		up
ganzang	ENSGALG00010016147	FABP1		up
ganzang	ENSGALG00010019430	ABHD12B		up
ganzang	ENSGALG00010013436	NPAS2		up
ganzang	ENSGALG00010009646	MVD		up
ganzang	ENSGALG00010001877	OAT		up
ganzang	ENSGALG00010003868	HBBA		up
ganzang	ENSGALG00010003322	EREG		up
ganzang	ENSGALG00010011128	GCNT4		up
ganzang	ENSGALG00010025047	PER2		up
ganzang	ENSGALG00010020246	ADAMTS9		up
ganzang	ENSGALG00010014847	PAICS		up
ganzang	ENSGALG00010011961	AGPAT3		up
ganzang	ENSGALG00010008417	IGFBP1		up
ganzang	ENSGALG00010005828	LPAR1		up
ganzang	ENSGALG00010012714	RGS2		up
ganzang	ENSGALG00010011029	HMGCR		up
ganzang	ENSGALG00010017467	SFRP1		up
ganzang	ENSGALG00010014883	PPAT		up
ganzang	ENSGALG00010019867	PEX11A		up
ganzang	ENSGALG00010004451	CLDND1		up
ganzang	ENSGALG00010017676	SPON2		up
ganzang	ENSGALG00010024057	HSD3B1		up
ganzang	ENSGALG00010027969	HSPA5		up
ganzang	ENSGALG00010002261	NR0B1		up
ganzang	ENSGALG00010013267	PNPLA3		up
ganzang	ENSGALG00010029360	ACACA		up
ganzang	ENSGALG00010003363	HBE1		up
ganzang	ENSGALG00010005913	NFKBIA		up
ganzang	ENSGALG00010001528	NR1D2		up
ganzang	ENSGALG00010019009	NRAP		up
ganzang	ENSGALG00010015430	HMGCL		up
ganzang	ENSGALG00010014338	BHLHE41		up
ganzang	ENSGALG00010021719	BHLHE40		up
ganzang	ENSGALG00010023673	SGK2		up
ganzang	ENSGALG00010024675	NR1D1		up
ganzang	ENSGALG00010024486	GPR37L1		up
ganzang	ENSGALG00010010659	ADAMTS1		up
ganzang	ENSGALG00010024731	AOX1		up
ganzang	ENSGALG00010016131	SMYD1		up
ganzang	ENSGALG00010022917	CYP4B7		up
ganzang	ENSGALG00010022917	CYP4A22		up
ganzang	ENSGALG00010019752	GPAM		up
ganzang	ENSGALG00010025727	GLI1		up
ganzang	ENSGALG00010029688	PIPOX		up
ganzang	ENSGALG00010016168	PLIN2		up
ganzang	ENSGALG00010021972	PISD		up
ganzang	ENSGALG00010027199	LAMB3		up
ganzang	ENSGALG00010012973	GLDC		up
ganzang	ENSGALG00010015196	PDE4D		up
ganzang	ENSGALG00010021241	TMEM43		up
ganzang	ENSGALG00010027118	ABHD6		up
ganzang	ENSGALG00010003400	PKIA		up
ganzang	ENSGALG00010029945	CCL4		up
ganzang	ENSGALG00010010706	SREBF2		up
ganzang	ENSGALG00010017603	CYP3A5		up
ganzang	ENSGALG00010017024	BUB1		up
ganzang	ENSGALG00010009246	RUSC2		up
ganzang	ENSGALG00010002062	GSTA4		up
ganzang	ENSGALG00010004760	THBS2		up
ganzang	ENSGALG00010014193	CARD10		up
ganzang	ENSGALG00010016480	GPX3		up
ganzang	ENSGALG00010017838	B3GNT2		up
ganzang	ENSGALG00010013095	ADSL		up
ganzang	ENSGALG00010009876	SELENOI		up
ganzang	ENSGALG00010006291	ACSS1B		up
ganzang	ENSGALG00010010952	GBE		up
ganzang	ENSGALG00010018514	EAF2		up
ganzang	ENSGALG00010011306	ECI2		up
ganzang	ENSGALG00010010280	HSP90B1		up
ganzang	ENSGALG00010012838	C2orf88		up
ganzang	ENSGALG00010020897	VTG3		up
ganzang	ENSGALG00010029649	PSPH		up
ganzang	ENSGALG00010010014	GLUL		up
ganzang	ENSGALG00010009520	SPINK4		up
ganzang	ENSGALG00010029153	OGFOD3		up
ganzang	ENSGALG00010022348	G6PC		up
ganzang	ENSGALG00010004716	ADH6		up
ganzang	ENSGALG00010018226	JAG1		up
ganzang	ENSGALG00010018887	ADAMTS17		up
ganzang	ENSGALG00010020360	ABCG8		up
ganzang	ENSGALG00010009416	COL14A1		up
ganzang	ENSGALG00010014948	RBM38		up
ganzang	ENSGALG00010019307	ATF3		up
ganzang	ENSGALG00010020676	CYP2C23a		up
ganzang	ENSGALG00010028613	CIART		up
ganzang	ENSGALG00010004446	ACAT2		up
ganzang	ENSGALG00010006359	SGK1		up
ganzang	ENSGALG00010019996	ITGB5		up
ganzang	ENSGALG00010002655	FABP4		up
ganzang	ENSGALG00010011057	ASCL1		up
ganzang	ENSGALG00010010766	CENPO		up
ganzang	ENSGALG00010022919	ACLY		up
ganzang	ENSGALG00010021726	ARNTL		up
ganzang	ENSGALG00010004374	ILDR1		up
ganzang	ENSGALG00010011198	PINX1		up
ganzang	ENSGALG00010018534	NCEH1		up
ganzang	ENSGALG00010017304	ANKRD9		up
ganzang	ENSGALG00010012918	GLRX		up
ganzang	ENSGALG00010017699	RNF19B		up
ganzang	ENSGALG00010008388	ADCY1		up
ganzang	ENSGALG00010005881	CORO2A		up
ganzang	ENSGALG00010010888	GNPAT		up
ganzang	ENSGALG00010002197	GSTA2		up
ganzang	ENSGALG00010017501	SPIA5		up
ganzang	ENSGALG00010022202	CX3CL1		up
ganzang	ENSGALG00010029639	CCLI7		up
ganzang	ENSGALG00010029639	CCLI8		up
ganzang	ENSGALG00010025799	SC5D		up
ganzang	ENSGALG00010017745	SHMT1		up
ganzang	ENSGALG00010026485	ACAA1		up
ganzang	ENSGALG00010003178	CENPA		up
ganzang	ENSGALG00010007986	MYC		up
ganzang	ENSGALG00010025968	FADS2		up
ganzang	ENSGALG00010018796	PER3		up
ganzang	ENSGALG00010008084	CYP2AC1		up
ganzang	ENSGALG00010029270	TIMP2		up
ganzang	ENSGALG00010021623	FAR1		up
ganzang	ENSGALG00010020966	PAPLN		up
ganzang	ENSGALG00010027875	WNT5A		up
ganzang	ENSGALG00010002533	LPAR2		up
ganzang	ENSGALG00010017310	SAMD11		up
ganzang	ENSGALG00010005474	COL8A1		up
ganzang	ENSGALG00010009040	CRELD2		up
ganzang	ENSGALG00010029518	FAAP100		up
ganzang	ENSGALG00010022717	ELOVL1		up
ganzang	ENSGALG00010009562	HADHB		up
ganzang	ENSGALG00010006035	ADH1C		up
ganzang	ENSGALG00010010422	CDH1		up
ganzang	ENSGALG00010005004	CDK6		up
ganzang	ENSGALG00010010635	ALDH9A1		up
ganzang	ENSGALG00010010358	ASPM		up
ganzang	ENSGALG00010026006	ITGA2B		up
ganzang	ENSGALG00010022850	ULK1		up
ganzang	ENSGALG00010021106	ITGB6		up
ganzang	ENSGALG00010004361	NPFFR2		up
ganzang	ENSGALG00010017337	ABAT		up
ganzang	ENSGALG00010012869	HTATIP2		up
ganzang	ENSGALG00010021169	CAMK2G		up
ganzang	ENSGALG00010010431	SOCS2		up
ganzang	ENSGALG00010014321	GBE		up
ganzang	ENSGALG00010018430	PYROXD2		up
ganzang	ENSGALG00010028876	ADAMTSL2		up
ganzang	ENSGALG00010002404	OSBPL3		up
ganzang	ENSGALG00010005314	IL20RA		up
ganzang	ENSGALG00010021390	GSTO2		up
ganzang	ENSGALG00010004386	CFAP44		up
ganzang	ENSGALG00010001461	ASB9		up
ganzang	ENSGALG00010003790	ELOVL6		up
ganzang	ENSGALG00010011503	NCF2		up
ganzang	ENSGALG00010024330	SDF2L1		up
ganzang	ENSGALG00010021251	RNF216		up
ganzang	ENSGALG00010001279	LPIN2		up
ganzang	ENSGALG00010002929	PDHA2		up
ganzang	ENSGALG00010005260	ANXA5		up
ganzang	ENSGALG00010017593	MTHFR		up
ganzang	ENSGALG00010024186	HAO2		up
ganzang	ENSGALG00010001441	HMGCLL1		up
ganzang	ENSGALG00010022656	FKBP10		up
ganzang	ENSGALG00010026346	FZD2		up
ganzang	ENSGALG00010010655	C1QTNF7		up
ganzang	ENSGALG00010013720	SLC16A10		up
ganzang	ENSGALG00010009503	IL11RA		up
ganzang	ENSGALG00010018806	GCH1		up
ganzang	ENSGALG00010024149	TCIRG1		up
ganzang	ENSGALG00010017541	SREBF1		up
ganzang	ENSGALG00010016957	WNT4		up
ganzang	ENSGALG00010009104	MTR		up
ganzang	ENSGALG00010015788	TRPC1		up
ganzang	ENSGALG00010015904	MTMR7		up
ganzang	ENSGALG00010026105	CNTF		up
ganzang	ENSGALG00010024353	UMOD		up
ganzang	ENSGALG00010011668	SLCO1A2		up
ganzang	ENSGALG00010021515	FGF23		up
ganzang	ENSGALG00010018398	LRFN5		up
ganzang	ENSGALG00010008821	TAF1D		up
ganzang	ENSGALG00010007224	DHFR		up
ganzang	ENSGALG00010010188	DSP		up
ganzang	ENSGALG00010011448	AvBD10		up
ganzang	ENSGALG00010027133	CELF5		up
ganzang	ENSGALG00010007806	DYNLRB2		up
ganzang	ENSGALG00010006602	EDNRA		up
ganzang	ENSGALG00010006227	AGPAT4		up
ganzang	ENSGALG00010015407	TIMP3		up
ganzang	ENSGALG00010018920	ACAD11		up
ganzang	ENSGALG00010016415	RASGRF1		up
ganzang	ENSGALG00010029757	ULK2		up
ganzang	ENSGALG00010029417	ABCA9		up
ganzang	ENSGALG00010008030	GJA5		up
ganzang	ENSGALG00010011965	ATIC		up
ganzang	ENSGALG00010021505	IHH		up
ganzang	ENSGALG00010014334	HMGCS1		up
ganzang	ENSGALG00010002160	CAPN5		up
ganzang	ENSGALG00010017600	MXD4		up
ganzang	ENSGALG00010000055	PRC1		up
ganzang	ENSGALG00010003202	FAM46A		up
ganzang	ENSGALG00010024705	SLCO2A1		up
ganzang	ENSGALG00010013354	WWP1		up
ganzang	ENSGALG00010024873	HYOU1		up
ganzang	ENSGALG00010002431	BCKDHB		up
ganzang	ENSGALG00010019213	RHBDF1		up
ganzang	ENSGALG00010021693	PPA1		up
ganzang	ENSGALG00010022745	PAPSS2		up
ganzang	ENSGALG00010021835	NUDT8		up
ganzang	ENSGALG00010023997	ARFGEF2		up
ganzang	ENSGALG00010011789	TXNRD1		up
ganzang	ENSGALG00010012830	ARRDC3		up
ganzang	ENSGALG00010029548	BAIAP2		up
ganzang	ENSGALG00010020341	DYNC2LI1		up
ganzang	ENSGALG00010024965	STAT2		up
ganzang	ENSGALG00010024153	KCNQ1		up
ganzang	ENSGALG00010020920	ACOX2		up
ganzang	ENSGALG00010010662	MGST3		up
ganzang	ENSGALG00010016678	NOX1		up
ganzang	ENSGALG00010019248	RMI2		up
ganzang	ENSGALG00010015697	FAXDC2		up
ganzang	ENSGALG00010012004	LGR5		up
ganzang	ENSGALG00010020443	PREPL		up
ganzang	ENSGALG00010008340	PDIA4		up
ganzang	ENSGALG00010021727	MVK		up
ganzang	ENSGALG00010020352	ABCG5		up
ganzang	ENSGALG00010014750	LONRF1		up
ganzang	ENSGALG00010017300	TRPM7		up
ganzang	ENSGALG00010010006	PPARGC1A		up
ganzang	ENSGALG00010011239	RALGPS2		up
ganzang	ENSGALG00010014682	IL13RA1		up
ganzang	ENSGALG00010025957	FADS1		up
ganzang	ENSGALG00010027455	R3HDM4		up
ganzang	ENSGALG00010029783	RAD51C		up
ganzang	ENSGALG00010011455	AvBD8		up
ganzang	ENSGALG00010003006	CYP7B1		up
ganzang	ENSGALG00010021510	NTSR1		up
ganzang	ENSGALG00010022614	DAO		up
ganzang	ENSGALG00010027448	ADAMTSL5		up
ganzang	ENSGALG00010007038	CENPU		up
ganzang	ENSGALG00010001111	SUCNR1		up
ganzang	ENSGALG00010021050	CTR9		up
ganzang	ENSGALG00010016876	MTURN		up
ganzang	ENSGALG00010004591	RRS1		up
ganzang	ENSGALG00010010998	SOAT1		up
ganzang	ENSGALG00010009551	HADHA		up
ganzang	ENSGALG00010018460	IL1B		up
ganzang	ENSGALG00010017372	IL4R		up
ganzang	ENSGALG00010010712	ADAMTS5		up
ganzang	ENSGALG00010017094	SORBS2		up
ganzang	ENSGALG00010013206	AFF2		up
ganzang	ENSGALG00010003305	CALR		up
ganzang	ENSGALG00010014125	PLPP1		up
ganzang	ENSGALG00010013737	AFF4		up
ganzang	ENSGALG00010022224	NHEJ1		up
ganzang	ENSGALG00010023351	GNB3		up
ganzang	ENSGALG00010015533	PSAT1		up
ganzang	ENSGALG00010008688	HBEGF		up
ganzang	ENSGALG00010027917	PPARG		up
ganzang	ENSGALG00010008278	CYP39A1		up
ganzang	ENSGALG00010019833	MTHFS		up
ganzang	ENSGALG00010002609	PDIA6		up
ganzang	ENSGALG00010027050	GSTT1		up
ganzang	ENSGALG00010029264	COL26A1		up
ganzang	ENSGALG00010022837	ITGB3		up
ganzang	ENSGALG00010002433	GRHL1		up
ganzang	ENSGALG00010005268	MTTP		up
ganzang	ENSGALG00010019546	HSD17B12		up
ganzang	ENSGALG00010019259	L2HGDH		up
ganzang	ENSGALG00010010949	FZD3		up
ganzang	ENSGALG00010011143	AK3		up
ganzang	ENSGALG00010010724	ADCY3		up
ganzang	ENSGALG00010024933	CS		up
ganzang	ENSGALG00010012667	SCAMP1		up
ganzang	ENSGALG00010017876	COMMD1		up
ganzang	ENSGALG00010018590	TGFA		up
ganzang	ENSGALG00010015894	CEP78		up
ganzang	ENSGALG00010009659	APOLD1		up
ganzang	ENSGALG00010000722	ANKH		up
ganzang	ENSGALG00010011817	KDSR		up
ganzang	ENSGALG00010002368	UVRAG		up
ganzang	ENSGALG00010017657	DIS3L2		up
ganzang	ENSGALG00010004245	ARFGEF3		up
ganzang	ENSGALG00010024472	LDHA		up
ganzang	ENSGALG00010010841	PMM1		up
ganzang	ENSGALG00010004117	STBD1		up
ganzang	ENSGALG00010021420	PLXNB3		up
ganzang	ENSGALG00010020840	LPAR3		up
ganzang	ENSGALG00010008936	IFT172		up
ganzang	ENSGALG00010002827	SBSPON		up
ganzang	ENSGALG00010020525	GPD1L2		up
ganzang	ENSGALG00010019634	GNG2		up
ganzang	ENSGALG00010022051	BAIAP2L1		up
ganzang	ENSGALG00010006843	STON2		up
ganzang	ENSGALG00010005360	CAMK1D		up
ganzang	ENSGALG00010029430	FN3KRP		up
ganzang	ENSGALG00010021072	PRKACB		up
ganzang	ENSGALG00010029647	MYCBPAP		up
ganzang	ENSGALG00010028626	CRAT		up
ganzang	ENSGALG00010004086	UTP3		up
ganzang	ENSGALG00010019144	IFT122		up
ganzang	ENSGALG00010024547	PFKM		up
ganzang	ENSGALG00010010271	HUNK		up
ganzang	ENSGALG00010027965	ACAD9		up
ganzang	ENSGALG00010010728	ELOVL2		up
ganzang	ENSGALG00010007546	MMP10		up
ganzang	ENSGALG00010014943	APLN		up
ganzang	ENSGALG00010002483	COQ2		up
ganzang	ENSGALG00010022742	IFT46		up
ganzang	ENSGALG00010025419	CCND1		up
ganzang	ENSGALG00010024666	MED24		up
ganzang	ENSGALG00010005186	ESR1		up
ganzang	ENSGALG00010005554	CRYL1		up
ganzang	ENSGALG00010023230	PXDNL		up
ganzang	ENSGALG00010016700	CLUAP1		up
ganzang	ENSGALG00010029755	ACOX1		up
ganzang	ENSGALG00010017296	SCNN1G		up
ganzang	ENSGALG00010016938	PSME4		up
ganzang	ENSGALG00010024989	TIMELESS		up
ganzang	ENSGALG00010025586	TCTN1		up
ganzang	ENSGALG00010026252	ENO2		up
ganzang	ENSGALG00010025992	MMP11		up
ganzang	ENSGALG00010010991	C2CD2		up
ganzang	ENSGALG00010022460	VAT1		up
ganzang	ENSGALG00010025121	WDR60		up
ganzang	ENSGALG00010023225	PDPR		up
ganzang	ENSGALG00010017518	PEMT		up
ganzang	ENSGALG00010021095	NT5C2		up
ganzang	ENSGALG00010010732	CCKAR		up
ganzang	ENSGALG00010018559	DLG3		up
ganzang	ENSGALG00010010578	GLUD2		up
ganzang	ENSGALG00010029221	AXIN2		up
ganzang	ENSGALG00010017825	PLPP5		up
ganzang	ENSGALG00010017335	THUMPD2		up
ganzang	ENSGALG00010024322	IDH3A		up
ganzang	ENSGALG00010017406	IFT140		up
ganzang	ENSGALG00010024575	TXNRD2		up
ganzang	ENSGALG00010025362	G6PC2		up
ganzang	ENSGALG00010003412	ASB5		up
ganzang	ENSGALG00010015025	TRAF3IP1		up
ganzang	ENSGALG00010017733	TRIM62		up
ganzang	ENSGALG00010029337	MYO1C		up
ganzang	ENSGALG00010007869	GCSH		up
ganzang	ENSGALG00010007214	MTHFSD		up
ganzang	ENSGALG00010002135	ELOVL5		up
ganzang	ENSGALG00010002782	GSTA3		up
ganzang	ENSGALG00010020617	DGUOK		up
ganzang	ENSGALG00010005704	AKAP12		up
ganzang	ENSGALG00010029759	ALDH3A2		up
ganzang	ENSGALG00010026759	OMA1		up
ganzang	ENSGALG00010028091	FPGS		up
ganzang	ENSGALG00010000303	PES1		up
ganzang	ENSGALG00010007883	DHTKD1		up
ganzang	ENSGALG00010018423	IGFALS		up
ganzang	ENSGALG00010013899	WNT5B		up
ganzang	ENSGALG00010015967	ZSWIM1		up
ganzang	ENSGALG00010019030	CDR2		up
ganzang	ENSGALG00010020900	PDHB		up
ganzang	ENSGALG00010003597	RNF144A		up
ganzang	ENSGALG00010018415	PELI2		up
ganzang	ENSGALG00010018193	ANK1		up
ganzang	ENSGALG00010011282	CRY1		up
ganzang	ENSGALG00010022038	GAPDH		up
ganzang	ENSGALG00010025259	SHH		up
ganzang	ENSGALG00010001347	MYOM1		up
ganzang	ENSGALG00010024771	AOX2		up
ganzang	ENSGALG00010017390	DDX24		up
ganzang	ENSGALG00010021120	PDCD11		up
ganzang	ENSGALG00010027899	PMVK		up
ganzang	ENSGALG00010019834	PLCH2		up
ganzang	ENSGALG00010001661	TCTN3		up
ganzang	ENSGALG00010029396	WIPI1		up
ganzang	ENSGALG00010016836	HEPH		up
ganzang	ENSGALG00010001363	HIBADH		up
ganzang	ENSGALG00010014204	KIFAP3		up
ganzang	ENSGALG00010022541	ITPKA		up
ganzang	ENSGALG00010020327	MTTPL		up
ganzang	ENSGALG00010029324	BCAS3		up
ganzang	ENSGALG00010012371	ATP6V1G3		up
ganzang	ENSGALG00010008101	CENPQ		up
ganzang	ENSGALG00010017188	ITGAD		up
ganzang	ENSGALG00010019618	NPHP4		up
ganzang	ENSGALG00010010740	CCDC134		up
ganzang	ENSGALG00010028153	MANF		up
ganzang	ENSGALG00010026898	PNPLA2		up
ganzang	ENSGALG00010026264	FZD7		up
luanchao	ENSGALG00010004760	THBS2		up
luanchao	ENSGALG00010014905	TEKT2		down
luanchao	ENSGALG00010010712	ADAMTS5		up
luanchao	ENSGALG00010022985	TTC25		down
luanchao	ENSGALG00010000806	C5orf49		down
shierzhichang	ENSGALG00010005534	IDI2		down
shierzhichang	ENSGALG00010025047	PER2		down
shierzhichang	ENSGALG00010013452	LSS		down
shierzhichang	ENSGALG00010028374	FDPS		down
shierzhichang	ENSGALG00010005267	CYP51A1		down
shierzhichang	ENSGALG00010024675	NR1D1		down
shierzhichang	ENSGALG00010007877	MSMO1		down
shierzhichang	ENSGALG00010011282	CRY1		down
shierzhichang	ENSGALG00010024834	INSIG1		down
shierzhichang	ENSGALG00010018796	PER3		down
shierzhichang	ENSGALG00010013436	NPAS2		down
shierzhichang	ENSGALG00010025799	SC5D		down
shierzhichang	ENSGALG00010012857	NSDHL		down
shierzhichang	ENSGALG00010001528	NR1D2		down
shierzhichang	ENSGALG00010011029	HMGCR		down
shierzhichang	ENSGALG00010010706	SREBF2		down
shierzhichang	ENSGALG00010021726	ARNTL		down
shierzhichang	ENSGALG00010014334	HMGCS1		down
shierzhichang	ENSGALG00010028613	CIART		down
shierzhichang	ENSGALG00010012978	HSD17B7		down
zigong	ENSGALG00010025480	FGF19		down
zigong	ENSGALG00010018540	TNFSF10		down
zigong	ENSGALG00010014724	SPINK7		down
zigong	ENSGALG00010025047	PER2		down
zigong	ENSGALG00010024052	LOC378902		up
zigong	ENSGALG00010014696	SPINK5		down
zigong	ENSGALG00010013436	NPAS2		up
zigong	ENSGALG00010021241	TMEM43		down
zigong	ENSGALG00010005534	IDI2		down
zigong	ENSGALG00010007986	MYC		down
zigong	ENSGALG00010025549	DHCR24		down
zigong	ENSGALG00010024989	TIMELESS		up
zigong	ENSGALG00010005267	CYP51A1		down
zigong	ENSGALG00010019652	TNFRSF10B		down
zigong	ENSGALG00010008860	SQLE		down
zigong	ENSGALG00010007877	MSMO1		down
zigong	ENSGALG00010028374	FDPS		down
zigong	ENSGALG00010026367	RBP		down
zigong	ENSGALG00010024834	INSIG1		down
zigong	ENSGALG00010014321	GBE		down
zigong	ENSGALG00010010014	GLUL		down
zigong	ENSGALG00010012978	HSD17B7		down
zigong	ENSGALG00010019732	HBA1		down
zigong	ENSGALG00010008101	CENPQ		down
zigong	ENSGALG00010019253	HBAD		down
zigong	ENSGALG00010011363	FDFT1		down
zigong	ENSGALG00010011282	CRY1		down
zigong	ENSGALG00010015533	PSAT1		down
zigong	ENSGALG00010014334	HMGCS1		down
zigong	ENSGALG00010003868	HBBA		down
zigong	ENSGALG00010025259	SHH		up
zigong	ENSGALG00010025451	LRRC43		down
